16/04/2016 18:20:19.01,grasped
16/04/2016 18:20:19.02,grasped
16/04/2016 18:20:19.03,grasped
16/04/2016 18:20:19.04,grasped
16/04/2016 18:20:28.03,grasped
16/04/2016 18:20:28.04,grasped
16/04/2016 18:20:28.05,grasped
16/04/2016 18:20:32.10,grasped
16/04/2016 18:20:32.11,grasped
16/04/2016 18:20:32.12,grasped
16/04/2016 18:20:32.14,grasped
16/04/2016 18:20:32.15,grasped
16/04/2016 18:20:32.17,grasped
16/04/2016 18:20:32.18,grasped
16/04/2016 18:20:32.20,grasped
16/04/2016 18:20:32.22,grasped
16/04/2016 18:20:32.24,grasped
16/04/2016 18:20:33.00,grasped
16/04/2016 18:20:33.02,grasped
16/04/2016 18:20:33.04,grasped
16/04/2016 18:20:33.06,grasped
16/04/2016 18:20:33.08,grasped
16/04/2016 18:20:33.10,grasped
16/04/2016 18:20:33.11,grasped
16/04/2016 18:20:33.13,grasped
16/04/2016 18:20:33.15,grasped
16/04/2016 18:20:33.17,grasped
16/04/2016 18:20:33.19,grasped
16/04/2016 18:20:33.20,grasped
16/04/2016 18:20:34.00,grasped
16/04/2016 18:20:34.02,grasped
16/04/2016 18:20:34.03,grasped
16/04/2016 18:20:34.05,grasped
16/04/2016 18:20:34.07,grasped
16/04/2016 18:20:34.09,grasped
16/04/2016 18:20:34.11,grasped
16/04/2016 18:20:34.13,grasped
16/04/2016 18:20:34.14,grasped
16/04/2016 18:20:34.16,grasped
16/04/2016 18:20:34.18,grasped
16/04/2016 18:20:34.19,grasped
16/04/2016 18:20:35.00,grasped
16/04/2016 18:20:35.01,grasped
16/04/2016 18:20:35.03,grasped
16/04/2016 18:20:35.04,grasped
16/04/2016 18:20:35.05,grasped
16/04/2016 18:20:35.08,grasped
16/04/2016 18:20:35.09,grasped
16/04/2016 18:20:35.11,grasped
16/04/2016 18:20:35.13,grasped
16/04/2016 18:20:35.15,grasped
16/04/2016 18:20:35.16,grasped
16/04/2016 18:20:35.18,grasped
16/04/2016 18:20:35.20,grasped
16/04/2016 18:20:35.22,grasped
16/04/2016 18:20:36.00,grasped
16/04/2016 18:20:36.02,grasped
16/04/2016 18:20:36.04,grasped
16/04/2016 18:20:39.05,grasped
16/04/2016 18:20:39.07,grasped
16/04/2016 18:20:39.08,grasped
16/04/2016 18:20:39.09,grasped
16/04/2016 18:20:39.11,grasped
16/04/2016 18:20:39.13,grasped
16/04/2016 18:20:39.14,grasped
16/04/2016 18:20:39.17,grasped
16/04/2016 18:20:40.01,grasped
16/04/2016 18:20:40.03,grasped
16/04/2016 18:20:40.04,grasped
16/04/2016 18:20:40.06,grasped
16/04/2016 18:20:40.08,grasped
16/04/2016 18:20:40.09,grasped
16/04/2016 18:20:40.10,grasped
16/04/2016 18:20:40.13,grasped
16/04/2016 18:20:40.14,grasped
16/04/2016 18:20:40.16,grasped
16/04/2016 18:20:40.18,grasped
16/04/2016 18:20:40.20,grasped
16/04/2016 18:20:40.22,grasped
16/04/2016 18:20:41.00,grasped
16/04/2016 18:20:41.02,grasped
16/04/2016 18:20:41.04,grasped
16/04/2016 18:20:41.05,grasped
16/04/2016 18:20:41.06,grasped
16/04/2016 18:20:41.08,grasped
16/04/2016 18:20:41.10,grasped
16/04/2016 18:20:41.11,grasped
16/04/2016 18:20:41.13,grasped
16/04/2016 18:20:41.14,grasped
16/04/2016 18:20:41.16,grasped
16/04/2016 18:20:41.17,grasped
16/04/2016 18:20:41.19,grasped
16/04/2016 18:20:41.20,grasped
16/04/2016 18:20:41.22,grasped
16/04/2016 18:20:41.24,grasped
16/04/2016 18:20:41.25,grasped
16/04/2016 18:20:42.01,grasped
16/04/2016 18:20:42.02,grasped
16/04/2016 18:20:42.04,grasped
16/04/2016 18:20:42.05,grasped
16/04/2016 18:20:42.07,grasped
16/04/2016 18:20:42.09,grasped
16/04/2016 18:20:42.10,grasped
16/04/2016 18:20:42.12,grasped
16/04/2016 18:20:42.14,grasped
16/04/2016 18:20:56.02,grasped
16/04/2016 18:20:56.04,grasped
16/04/2016 18:20:56.05,grasped
16/04/2016 18:20:56.07,grasped
16/04/2016 18:20:56.09,grasped
16/04/2016 18:20:56.11,grasped
16/04/2016 18:20:56.13,grasped
16/04/2016 18:20:56.15,grasped
16/04/2016 18:20:56.16,grasped
16/04/2016 18:20:56.18,grasped
16/04/2016 18:20:56.20,grasped
16/04/2016 18:20:57.00,grasped
16/04/2016 18:20:57.02,grasped
16/04/2016 18:20:57.04,grasped
16/04/2016 18:20:57.05,grasped
16/04/2016 18:20:57.07,grasped
16/04/2016 18:20:57.09,grasped
16/04/2016 18:20:57.11,grasped
16/04/2016 18:20:57.13,grasped
16/04/2016 18:20:57.14,grasped
16/04/2016 18:20:57.16,grasped
16/04/2016 18:20:57.18,grasped
16/04/2016 18:20:57.20,grasped
16/04/2016 18:20:58.01,grasped
16/04/2016 18:20:58.02,grasped
16/04/2016 18:20:58.04,grasped
16/04/2016 18:20:58.06,grasped
16/04/2016 18:20:58.07,grasped
16/04/2016 18:20:58.10,grasped
16/04/2016 18:20:58.11,grasped
16/04/2016 18:20:58.13,grasped
16/04/2016 18:20:58.15,grasped
16/04/2016 18:20:58.16,grasped
16/04/2016 18:20:58.18,grasped
16/04/2016 18:20:58.20,grasped
16/04/2016 18:20:59.01,grasped
16/04/2016 18:20:59.02,grasped
16/04/2016 18:20:59.04,grasped
16/04/2016 18:20:59.06,grasped
16/04/2016 18:20:59.07,grasped
16/04/2016 18:20:59.09,grasped
16/04/2016 18:20:59.10,grasped
16/04/2016 18:20:59.12,grasped
16/04/2016 18:20:59.13,grasped
16/04/2016 18:20:59.15,grasped
16/04/2016 18:20:59.16,grasped
16/04/2016 18:20:59.18,grasped
16/04/2016 18:20:59.19,grasped
16/04/2016 18:20:59.21,grasped
16/04/2016 18:20:59.22,grasped
16/04/2016 18:20:59.24,grasped
16/04/2016 18:21:00.02,grasped
