16/04/2016 18:01:37.18,grasped
16/04/2016 18:01:37.19,grasped
16/04/2016 18:01:37.20,grasped
16/04/2016 18:01:37.21,grasped
16/04/2016 18:01:37.22,grasped
16/04/2016 18:01:38.01,grasped
16/04/2016 18:01:38.02,grasped
16/04/2016 18:01:38.04,grasped
16/04/2016 18:01:38.05,grasped
16/04/2016 18:01:38.07,grasped
16/04/2016 18:01:38.08,grasped
16/04/2016 18:01:38.10,grasped
16/04/2016 18:01:41.19,grasped
16/04/2016 18:01:41.21,grasped
16/04/2016 18:01:41.22,grasped
16/04/2016 18:01:41.24,grasped
16/04/2016 18:01:42.00,grasped
16/04/2016 18:01:42.02,grasped
16/04/2016 18:01:42.04,grasped
16/04/2016 18:01:42.06,grasped
16/04/2016 18:01:42.08,grasped
16/04/2016 18:01:42.09,grasped
16/04/2016 18:01:42.11,grasped
16/04/2016 18:01:42.12,grasped
16/04/2016 18:01:42.14,grasped
16/04/2016 18:01:42.16,grasped
16/04/2016 18:01:42.17,grasped
16/04/2016 18:01:42.19,grasped
16/04/2016 18:01:42.20,grasped
16/04/2016 18:01:42.22,grasped
16/04/2016 18:01:42.23,grasped
16/04/2016 18:01:43.01,grasped
16/04/2016 18:01:43.02,grasped
16/04/2016 18:01:43.04,grasped
16/04/2016 18:01:43.05,grasped
16/04/2016 18:01:43.07,grasped
16/04/2016 18:01:43.08,grasped
16/04/2016 18:01:43.10,grasped
16/04/2016 18:01:43.11,grasped
16/04/2016 18:01:43.13,grasped
16/04/2016 18:01:43.14,grasped
16/04/2016 18:01:43.16,grasped
16/04/2016 18:01:43.17,grasped
16/04/2016 18:01:43.19,grasped
16/04/2016 18:01:43.20,grasped
16/04/2016 18:01:43.21,grasped
16/04/2016 18:01:43.23,grasped
16/04/2016 18:01:43.24,grasped
16/04/2016 18:01:43.26,grasped
16/04/2016 18:01:43.27,grasped
16/04/2016 18:01:44.00,grasped
16/04/2016 18:01:44.01,grasped
16/04/2016 18:01:44.03,grasped
16/04/2016 18:01:44.04,grasped
16/04/2016 18:01:44.05,grasped
16/04/2016 18:01:44.07,grasped
16/04/2016 18:01:44.08,grasped
16/04/2016 18:01:44.09,grasped
16/04/2016 18:01:44.11,grasped
16/04/2016 18:01:44.12,grasped
16/04/2016 18:01:44.14,grasped
16/04/2016 18:01:44.15,grasped
16/04/2016 18:01:44.17,grasped
16/04/2016 18:01:44.18,grasped
16/04/2016 18:01:44.20,grasped
16/04/2016 18:01:44.21,grasped
16/04/2016 18:01:44.23,grasped
16/04/2016 18:01:44.24,grasped
16/04/2016 18:01:44.25,grasped
16/04/2016 18:01:45.00,grasped
16/04/2016 18:01:45.02,grasped
16/04/2016 18:01:45.03,grasped
16/04/2016 18:01:45.05,grasped
16/04/2016 18:01:45.06,grasped
16/04/2016 18:01:45.08,grasped
16/04/2016 18:01:45.09,grasped
16/04/2016 18:01:45.11,grasped
16/04/2016 18:01:45.12,grasped
16/04/2016 18:01:45.14,grasped
16/04/2016 18:01:45.15,grasped
16/04/2016 18:01:45.16,grasped
16/04/2016 18:01:45.18,grasped
16/04/2016 18:01:45.19,grasped
16/04/2016 18:01:45.21,grasped
16/04/2016 18:01:45.22,grasped
16/04/2016 18:01:45.24,grasped
16/04/2016 18:01:45.26,grasped
16/04/2016 18:01:45.27,grasped
16/04/2016 18:01:46.01,grasped
16/04/2016 18:01:46.02,grasped
16/04/2016 18:01:46.04,grasped
16/04/2016 18:01:46.05,grasped
16/04/2016 18:01:46.07,grasped
16/04/2016 18:01:46.08,grasped
16/04/2016 18:01:46.10,grasped
16/04/2016 18:01:46.11,grasped
16/04/2016 18:01:46.12,grasped
16/04/2016 18:01:46.14,grasped
16/04/2016 18:01:46.15,grasped
16/04/2016 18:01:46.17,grasped
16/04/2016 18:01:46.19,grasped
16/04/2016 18:01:46.20,grasped
16/04/2016 18:01:46.22,grasped
16/04/2016 18:01:46.23,grasped
16/04/2016 18:01:46.25,grasped
16/04/2016 18:01:46.26,grasped
16/04/2016 18:01:46.27,grasped
16/04/2016 18:01:47.00,grasped
16/04/2016 18:01:47.01,grasped
16/04/2016 18:01:47.03,grasped
16/04/2016 18:01:53.22,grasped
16/04/2016 18:01:53.24,grasped
16/04/2016 18:01:53.25,grasped
16/04/2016 18:01:53.27,grasped
16/04/2016 18:01:53.28,grasped
16/04/2016 18:01:54.01,grasped
16/04/2016 18:01:54.02,grasped
16/04/2016 18:01:54.04,grasped
16/04/2016 18:01:54.05,grasped
16/04/2016 18:01:54.07,grasped
16/04/2016 18:01:54.08,grasped
16/04/2016 18:01:54.10,grasped
16/04/2016 18:01:54.11,grasped
16/04/2016 18:01:54.13,grasped
16/04/2016 18:01:54.14,grasped
16/04/2016 18:01:54.16,grasped
16/04/2016 18:01:54.18,grasped
16/04/2016 18:01:54.19,grasped
16/04/2016 18:01:54.21,grasped
