1772.0,grasped
1772.03,grasped
1772.07,grasped
1772.08,grasped
1772.1,grasped
1772.12,grasped
1772.14,grasped
1772.16,grasped
1772.17,grasped
1772.19,grasped
1773.01,grasped
1773.02,grasped
1773.04,grasped
1773.05,grasped
1773.07,grasped
1773.08,grasped
1773.1,grasped
1774.1,grasped
1774.12,grasped
1774.13,grasped
1774.15,grasped
1776.0,grasped
1776.02,grasped
1776.03,grasped
1776.04,grasped
1776.06,grasped
1776.07,grasped
1776.09,grasped
1776.11,grasped
1776.12,grasped
1776.14,grasped
1776.15,grasped
1776.17,grasped
1776.18,grasped
1776.2,grasped
1776.21,grasped
1776.23,grasped
1776.24,grasped
1776.26,grasped
1776.27,grasped
1776.28,grasped
1777.01,grasped
1777.03,grasped
1777.05,grasped
1777.06,grasped
1777.08,grasped
1777.1,grasped
1777.12,grasped
1777.13,grasped
1777.15,grasped
1777.16,grasped
1777.18,grasped
1777.19,grasped
1777.2,grasped
1777.22,grasped
1777.24,grasped
1778.0,grasped
1778.02,grasped
1778.03,grasped
1778.05,grasped
1778.06,grasped
1778.08,grasped
1778.09,grasped
1778.11,grasped
1778.12,grasped
1778.14,grasped
1778.15,grasped
1778.17,grasped
1778.18,grasped
1778.2,grasped
1778.21,grasped
1778.23,grasped
1778.24,grasped
1778.26,grasped
1778.27,grasped
1779.0,grasped
1779.02,grasped
1779.03,grasped
1779.05,grasped
1779.06,grasped
1779.08,grasped
1779.09,grasped
1779.11,grasped
1779.12,grasped
1779.14,grasped
1779.15,grasped
1779.17,grasped
1779.18,grasped
1779.2,grasped
1779.21,grasped
1779.23,grasped
1779.24,grasped
1779.26,grasped
1779.27,grasped
1780.01,grasped
1780.02,grasped
1780.03,grasped
1780.05,grasped
1780.07,grasped
1780.08,grasped
1780.1,grasped
1780.12,grasped
1780.13,grasped
1780.14,grasped
1780.16,grasped
1780.17,grasped
1780.19,grasped
1780.2,grasped
1780.22,grasped
1780.23,grasped
1780.25,grasped
1780.26,grasped
1781.0,grasped
1781.01,grasped
1781.03,grasped
1781.04,grasped
1781.06,grasped
1781.07,grasped
1781.08,grasped
1781.09,grasped
1781.11,grasped
1781.13,grasped
1781.15,grasped
1781.16,grasped
1781.18,grasped
1781.19,grasped
1781.21,grasped
1781.22,grasped
1781.24,grasped
1781.25,grasped
1781.27,grasped
1781.28,grasped
1782.01,grasped
1782.02,grasped
1782.04,grasped
1782.05,grasped
1782.06,grasped
1782.08,grasped
1782.09,grasped
1782.11,grasped
1782.12,grasped
1782.14,grasped
1782.15,grasped
1782.17,grasped
1782.18,grasped
1782.2,grasped
1782.22,grasped
1782.23,grasped
1782.25,grasped
1782.26,grasped
1783.01,grasped
1783.02,grasped
1783.04,grasped
1783.05,grasped
1783.06,grasped
1783.08,grasped
1783.09,grasped
1783.11,grasped
1783.12,grasped
1783.14,grasped
1783.15,grasped
1783.17,grasped
1783.18,grasped
1783.2,grasped
1783.21,grasped
1783.23,grasped
1783.25,grasped
1783.26,grasped
1784.0,grasped
1784.02,grasped
1784.03,grasped
1784.05,grasped
1784.06,grasped
1784.08,grasped
1784.09,grasped
1784.11,grasped
1784.12,grasped
1784.14,grasped
1784.15,grasped
1784.16,grasped
1784.18,grasped
1784.19,grasped
1784.21,grasped
1784.22,grasped
1784.24,grasped
1785.0,grasped
1785.02,grasped
1785.03,grasped
1785.05,grasped
1785.07,grasped
1785.09,grasped
1785.11,grasped
1785.12,grasped
1785.14,grasped
1785.16,grasped
1785.17,grasped
1785.19,grasped
1785.2,grasped
1785.22,grasped
1786.0,grasped
1786.02,grasped
1786.04,grasped
1786.06,grasped
1786.07,grasped
1786.09,grasped
1786.11,grasped
1786.12,grasped
1786.14,grasped
1786.16,grasped
1786.17,grasped
1786.19,grasped
1786.2,grasped
1786.22,grasped
1786.23,grasped
1787.0,grasped
1787.01,grasped
1787.03,grasped
1787.04,grasped
1787.06,grasped
1787.08,grasped
1787.09,grasped
1787.11,grasped
1787.13,grasped
1787.15,grasped
1787.17,grasped
1787.18,grasped
1787.2,grasped
1788.0,grasped
1788.02,grasped
1788.03,grasped
1788.05,grasped
1788.06,grasped
1788.08,grasped
1788.09,grasped
1788.11,grasped
