1772.01,-3,-2
1772.04,-3,-2
1772.08,-3,-2
1772.09,-3,-2
1772.11,-3,-2
1772.13,-3,-2
1772.15,-3,-2
1772.17,-3,-3
1772.18,-3,-3
1772.2,-3,-3
1773.02,-3,-3
1773.03,-3,-3
1773.05,-3,-3
1773.06,-3,-3
1773.08,-3,-3
1773.09,-3,-3
1773.11,-3,-3
1774.11,-6,-7
1774.13,-6,-7
1774.14,-6,-7
1774.16,-6,-7
1776.01,-4,-6
1776.03,-3,-6
1776.04,-3,-6
1776.05,-3,-6
1776.07,-4,-6
1776.08,-4,-6
1776.1,-4,-6
1776.12,-4,-6
1776.13,-4,-6
1776.15,-4,-6
1776.16,-4,-6
1776.18,-3,-6
1776.19,-3,-6
1776.21,-3,-6
1776.22,-3,-6
1776.24,-3,-5
1776.25,-3,-5
1776.27,-3,-6
1776.28,-3,-6
1776.29,-3,-6
1777.02,-3,-6
1777.04,-4,-7
1777.06,-5,-9
1777.07,-5,-9
1777.09,-6,-10
1777.11,-6,-10
1777.13,-5,-8
1777.14,-5,-8
1777.16,-6,-7
1777.17,-6,-7
1777.19,-4,-3
1777.2,-4,-3
1777.21,-4,-3
1777.23,-3,-2
1777.25,-2,-2
1778.01,-2,-2
1778.03,-2,-2
1778.04,-2,-2
1778.06,-2,-2
1778.07,-2,-2
1778.09,-1,-2
1778.1,-1,-2
1778.12,-1,-2
1778.13,-1,-2
1778.15,0,-2
1778.16,0,-2
1778.18,0,-2
1778.19,0,-2
1778.21,0,-2
1778.22,0,-2
1778.24,0,-2
1778.25,0,-2
1778.27,0,-3
1778.28,0,-3
1779.01,0,-3
1779.03,0,-3
1779.04,0,-3
1779.06,0,-3
1779.07,0,-3
1779.09,0,-4
1779.1,0,-4
1779.12,0,-4
1779.13,0,-4
1779.15,0,-5
1779.16,0,-5
1779.18,0,-4
1779.19,0,-4
1779.21,-1,-4
1779.22,-1,-4
1779.24,-1,-3
1779.25,-1,-3
1779.27,-1,-3
1779.28,-1,-3
1780.02,-1,-3
1780.03,-1,-3
1780.04,-1,-3
1780.06,0,-3
1780.08,0,-2
1780.09,0,-2
1780.11,0,-2
1780.13,0,-2
1780.14,0,-2
1780.15,0,-2
1780.17,0,-2
1780.18,0,-2
1780.2,0,-2
1780.21,0,-2
1780.23,0,-2
1780.24,0,-2
1780.26,0,-2
1780.27,0,-2
1781.01,1,-2
1781.02,1,-2
1781.04,0,-1
1781.05,0,-1
1781.07,0,-1
1781.08,0,-1
1781.09,0,-1
1781.1,0,-1
1781.12,0,-1
1781.14,0,-1
1781.16,0,-1
1781.17,0,-1
1781.19,0,-1
1781.2,0,-1
1781.22,0,-1
1781.23,0,-1
1781.25,0,-1
1781.26,0,-1
1781.28,0,-1
1782.0,0,-1
1782.02,0,-1
1782.03,0,-1
1782.05,1,-1
1782.06,1,-1
1782.07,1,-1
1782.09,1,-1
1782.1,1,-1
1782.12,1,-1
1782.13,1,-1
1782.15,1,-1
1782.16,1,-1
1782.18,1,-2
1782.19,1,-2
1782.21,1,-2
1782.23,1,-2
1782.24,1,-2
1782.26,1,-2
1782.27,1,-2
1783.02,0,-2
1783.03,0,-2
1783.05,0,-2
1783.06,0,-2
1783.07,0,-2
1783.09,0,-1
1783.1,0,-1
1783.12,0,-1
1783.13,0,-1
1783.15,0,-1
1783.16,0,-1
1783.18,0,-1
1783.19,0,-1
1783.21,0,-1
1783.22,0,-1
1783.24,0,-1
1783.26,0,-1
1783.27,0,-1
1784.01,0,-1
1784.03,0,-1
1784.04,0,-1
1784.06,0,-1
1784.07,0,-1
1784.09,0,-1
1784.1,0,-1
1784.12,0,-1
1784.13,0,-1
1784.15,0,-1
1784.16,0,-1
1784.17,0,-1
1784.19,0,-1
1784.2,0,-1
1784.22,0,-1
1784.23,0,-1
1784.25,0,-1
1785.01,1,-1
1785.03,2,-1
1785.04,2,-1
1785.06,3,-1
1785.08,3,0
1785.1,3,0
1785.12,4,0
1785.13,4,0
1785.15,4,0
1785.17,3,0
1785.18,3,0
1785.2,3,0
1785.21,3,0
1785.23,3,0
1786.01,3,0
1786.03,4,0
1786.05,4,0
1786.07,5,1
1786.08,5,1
1786.1,5,1
1786.12,5,1
1786.13,5,1
1786.15,5,2
1786.17,5,2
1786.18,5,2
1786.2,5,2
1786.21,5,2
1786.23,13,-6
1786.24,13,-6
1787.01,12,-7
1787.02,12,-7
1787.04,10,-7
1787.05,10,-7
1787.07,7,-6
1787.09,7,-6
1787.1,7,-6
1787.12,6,-6
1787.14,6,-6
1787.16,8,-6
1787.18,13,-5
1787.19,13,-5
1787.21,17,-4
1788.01,8,3
1788.03,8,9
1788.04,8,9
1788.06,8,13
1788.07,8,13
1788.09,11,20
1788.1,11,20
1788.12,9,26
1788.13,9,26
1788.15,16,59
1788.16,16,59
1788.18,24,75
1788.19,24,75
1788.21,51,116
1788.22,51,116
1788.24,57,96
1788.25,57,96
1789.02,140,60
1789.03,140,60
1789.04,140,60
1789.06,121,33
1789.07,121,33
1789.09,108,6
1789.1,108,6
1789.12,140,19
1789.13,140,19
1789.15,192,51
1789.16,192,51
1789.18,380,175
1789.19,380,175
1789.21,841,627
1789.22,841,627
1789.23,841,627
1789.25,332,822
1789.27,-68,288
1790.02,-17,136
1790.03,-17,136
1790.04,-17,136
1790.06,-14,78
1790.07,-14,78
1790.09,-3,64
1790.1,-3,64
1790.12,-2,53
1790.13,-2,53
1790.15,2,43
1790.16,2,43
1790.18,11,49
1790.19,11,49
1790.21,22,54
1790.22,22,54
1790.24,23,57
1790.25,23,57
1790.27,22,79
1790.28,22,79
1790.3,-18,142
1791.01,-18,142
1791.03,-45,175
1791.04,-45,175
1791.06,-208,320
1791.07,-208,320
1791.09,-1006,470
1791.1,-1006,470
1791.12,-1449,-861
1791.13,-1449,-861
1791.15,20,-507
1791.16,20,-507
1791.18,135,-303
1791.19,135,-303
1791.2,135,-303
1791.21,135,-303
1791.23,149,-224
1791.25,185,-170
1791.27,281,-138
1791.28,281,-138
1792.01,281,-138
1792.03,464,87
1792.04,464,87
1792.06,268,595
1792.07,268,595
1792.09,7,848
1792.11,-366,652
1792.12,-366,652
1792.14,-1975,-16
1792.15,-1975,-16
1792.17,-1337,-785
1792.18,-1337,-785
1792.2,-1177,-1345
1792.21,-1177,-1345
1792.23,-792,-978
1792.24,-792,-978
1792.25,-792,-978
1792.27,-1236,-1073
1793.02,-328,-778
1793.03,-328,-778
1793.05,19,-889
1793.06,19,-889
1793.08,235,-870
1793.09,235,-870
1793.11,1068,-1521
1793.12,1068,-1521
1793.13,1068,-1521
1793.15,883,803
1793.16,883,803
1793.18,781,1941
1793.19,781,1941
1793.21,9,1994
1793.22,9,1994
1793.24,-1924,1079
1793.25,-1924,1079
1793.27,-1975,-16
1793.28,-1975,-16
1794.01,-1221,-1128
1794.02,-1221,-1128
1794.04,-822,-1457
1794.05,-822,-1457
1794.07,372,-881
1794.08,372,-881
1794.1,858,-917
1794.11,858,-917
1794.13,2000,-23
1794.14,2000,-23
1794.16,479,906
1794.17,479,906
1794.19,8,849
1794.2,8,849
1794.22,-318,824
1794.23,-318,824
1794.25,-327,360
1794.26,-327,360
1794.28,-253,184
1795.01,-253,184
1795.03,-286,-73
1795.04,-286,-73
1795.06,-368,-181
1795.07,-368,-181
1795.09,-352,-413
1795.1,-352,-413
1795.12,18,-890
1795.13,18,-890
1795.15,304,-710
1795.16,304,-710
1795.17,304,-710
1795.19,493,773
1795.21,68,289
1795.22,68,289
1795.23,68,289
1795.25,-52,291
1795.26,-52,291
1795.28,-112,256
1796.01,-112,256
1796.03,-430,226
1796.04,-430,226
1796.06,-842,-14
1796.07,-842,-14
1796.09,-1975,-17
1796.1,-1975,-17
1796.11,-1975,-17
1796.13,16,-2035
1796.15,1252,-929
1796.16,1252,-929
