1693.0,kidnapped
1703.0,kidnapped
1703.0,kidnapped
1704.0,kidnapped
1704.0,kidnapped
1745.01,returned
1747.04,kidnapped
1747.04,returned
1801.08,kidnapped
1801.11,returned
1876.16,kidnapped
1876.19,returned
1878.1,kidnapped
1879.05,returned
1879.17,kidnapped
1880.16,returned
1881.07,kidnapped
1882.08,returned
1883.08,kidnapped
1893.16,returned
1894.18,kidnapped
1895.11,returned
1897.02,kidnapped
1898.14,returned
1899.16,kidnapped
1900.01,returned
1915.05,kidnapped
1916.09,returned
1917.24,kidnapped
1918.08,returned
1927.01,kidnapped
1927.04,returned
1927.08,kidnapped
1928.11,returned
1953.04,kidnapped
1953.09,returned
1954.01,kidnapped
1956.06,returned
1959.02,kidnapped
1959.11,returned
1961.2,kidnapped
1961.22,returned
1976.05,kidnapped
1976.09,returned
2017.05,kidnapped
2018.02,returned
2046.01,kidnapped
2046.14,returned
2051.22,kidnapped
2052.1,returned
2053.06,kidnapped
2054.18,returned
2063.07,kidnapped
2063.19,returned
2067.19,kidnapped
2068.04,returned
2091.06,kidnapped
2091.1,returned
2094.2,kidnapped
2094.24,returned
2095.27,kidnapped
2098.0,returned
2221.13,kidnapped
2222.0,returned
2251.22,kidnapped
2252.03,returned
2254.03,kidnapped
2255.11,returned
2278.19,kidnapped
2280.06,returned
2287.16,kidnapped
2288.04,returned
2303.13,kidnapped
2305.04,returned
2306.22,kidnapped
2307.05,returned
2308.07,kidnapped
2308.08,returned
2309.08,kidnapped
2309.13,returned
2320.18,kidnapped
2324.01,returned
2325.11,kidnapped
2325.16,returned
2327.24,kidnapped
2329.02,returned
2334.19,kidnapped
2335.02,returned
2337.14,kidnapped
2338.04,returned
2339.14,kidnapped
2353.05,returned
2355.06,kidnapped
2370.03,returned
2373.14,kidnapped
2373.16,returned
2380.16,kidnapped
2381.05,returned
2382.11,kidnapped
2382.14,returned
2395.2,kidnapped
2396.04,returned
2420.15,kidnapped
2421.0,returned
2423.21,kidnapped
2424.06,returned
2428.05,kidnapped
2428.05,returned
2434.21,kidnapped
2434.22,returned
2444.06,kidnapped
2444.07,returned
2479.16,kidnapped
2479.17,returned
2548.09,kidnapped
2548.14,returned
2548.18,kidnapped
2550.06,returned
2631.0,kidnapped
2631.02,returned
2790.07,returned
2790.16,kidnapped
2791.0,returned
2794.07,kidnapped
2795.16,returned
2800.16,kidnapped
2801.08,returned
2811.08,kidnapped
2811.14,returned
2825.12,kidnapped
2825.14,returned
2825.23,kidnapped
2825.23,returned
3413.0,returned
3433.05,kidnapped
3433.1,returned
3518.01,kidnapped
3518.03,returned
3533.04,kidnapped
3533.04,returned
3567.03,kidnapped
3567.08,returned
3653.13,kidnapped
3659.03,returned
3663.06,kidnapped
3667.03,returned
3669.07,kidnapped
3681.2,returned
3682.14,kidnapped
3687.14,returned
3710.03,returned
3721.06,kidnapped
3721.11,returned
3774.2,kidnapped
3774.23,returned
3778.01,kidnapped
3778.01,returned
3840.24,kidnapped
3841.12,returned
3862.25,kidnapped
3863.14,returned
3870.11,kidnapped
3870.15,returned
3871.15,kidnapped
3871.2,returned
3882.05,kidnapped
3883.04,returned
3887.12,kidnapped
3887.13,returned
3891.07,kidnapped
3891.14,returned
4147.16,kidnapped
4149.01,returned
4197.0,kidnapped
4205.0,returned
4220.0,kidnapped
4222.18,returned
4253.24,kidnapped
4253.24,returned
4271.34,kidnapped
4271.41,returned
4331.02,kidnapped
4331.14,returned
4334.12,kidnapped
4335.03,returned
4338.11,kidnapped
4338.14,returned
4354.07,kidnapped
4354.14,returned
4367.23,kidnapped
4367.26,returned
4368.07,kidnapped
4368.07,returned
4368.21,kidnapped
4368.25,returned
4376.15,kidnapped
4377.01,returned
4392.18,kidnapped
4393.04,returned
4399.16,kidnapped
4400.03,returned
4402.15,kidnapped
4402.18,returned
4404.24,kidnapped
4405.06,returned
4406.08,kidnapped
4406.11,returned
4410.18,kidnapped
4410.22,returned
4439.12,kidnapped
4439.14,returned
4439.19,kidnapped
4442.0,returned
4452.03,kidnapped
4454.05,returned
4461.09,kidnapped
4463.07,returned
4463.14,kidnapped
4465.08,returned
4489.01,kidnapped
4490.01,returned
4491.21,kidnapped
4492.02,returned
4543.01,returned
4545.06,kidnapped
4550.0,returned
4554.03,kidnapped
4555.09,returned
4591.05,kidnapped
4594.07,returned
4627.06,kidnapped
4627.06,returned
4627.12,kidnapped
4627.12,returned
4652.19,kidnapped
4652.2,returned
4673.22,kidnapped
4673.23,returned
4709.17,kidnapped
4709.17,returned
4713.15,kidnapped
4714.14,returned
4719.15,kidnapped
4719.19,returned
4749.17,kidnapped
4750.06,returned
4776.11,kidnapped
4776.13,returned
4799.18,kidnapped
4801.02,returned
4820.01,returned
4828.2,kidnapped
4829.09,returned
4842.12,kidnapped
4844.1,returned
4865.14,kidnapped
4865.15,returned
4879.07,kidnapped
4879.12,returned
4890.25,kidnapped
4890.36,returned
4891.1,kidnapped
4892.06,returned
4950.22,kidnapped
4952.0,returned
4959.2,kidnapped
4961.12,returned
4971.05,kidnapped
4971.12,returned
4981.12,kidnapped
4982.01,returned
5011.14,kidnapped
5011.2,returned
5017.26,kidnapped
5018.08,returned
5022.13,kidnapped
5023.09,returned
5025.09,kidnapped
5025.14,returned
5065.02,kidnapped
5066.01,returned
5075.2,kidnapped
5075.21,returned
5097.21,kidnapped
5098.04,returned
5099.09,kidnapped
5100.08,returned
5138.2,kidnapped
5139.02,returned
5139.07,kidnapped
5139.07,returned
5141.1,kidnapped
5141.11,returned
5180.21,kidnapped
5189.14,returned
