1138.19,-6,50
1138.2,-6,50
1138.21,-6,50
1138.22,-6,50
1138.23,-6,50
1139.02,-6,50
1139.03,-6,50
1139.05,-5,50
1139.06,-5,50
1139.08,-6,50
1139.09,-6,50
1139.11,-5,50
1142.2,11,22
1142.22,10,21
1142.23,10,21
1142.25,9,19
1143.01,9,19
1143.03,9,16
1143.05,8,16
1143.07,8,15
1143.09,9,15
1143.1,9,15
1143.12,9,15
1143.13,9,15
1143.15,9,15
1143.17,9,16
1143.18,9,16
1143.2,9,16
1143.21,9,16
1143.23,19,30
1143.24,19,30
1144.02,19,30
1144.03,19,30
1144.05,19,30
1144.06,19,30
1144.08,19,30
1144.09,19,30
1144.11,19,30
1144.12,19,30
1144.14,20,31
1144.15,20,31
1144.17,24,44
1144.18,24,44
1144.2,13,58
1144.21,13,58
1144.22,13,58
1144.24,-10,91
1144.25,-10,91
1144.27,-8,91
1144.28,-8,91
1145.01,-8,91
1145.02,-8,91
1145.04,-3,66
1145.05,-3,66
1145.06,-3,66
1145.08,0,57
1145.09,0,57
1145.1,0,57
1145.12,2,33
1145.13,2,33
1145.15,2,33
1145.16,2,33
1145.18,2,33
1145.19,2,33
1145.21,2,33
1145.22,2,33
1145.24,2,33
1145.25,2,33
1145.26,2,33
1146.01,2,37
1146.03,2,37
1146.04,2,37
1146.06,2,37
1146.07,2,37
1146.09,2,37
1146.1,2,37
1146.12,0,30
1146.13,0,30
1146.15,-1,29
1146.16,-1,29
1146.17,-1,29
1146.19,-1,20
1146.2,-1,20
1146.22,-1,20
1146.23,-1,20
1146.25,-1,20
1146.27,-1,20
1146.28,-1,20
1147.02,-1,20
1147.03,-1,20
1147.05,-1,20
1147.06,-1,20
1147.08,-1,20
1147.09,-1,20
1147.11,-1,20
1147.12,-1,20
1147.13,-1,20
1147.15,-1,20
1147.16,-1,20
1147.18,0,20
1147.2,0,20
1147.21,0,20
1147.23,0,20
1147.24,0,20
1147.26,0,20
1147.27,0,20
1147.28,0,20
1148.01,0,20
1148.02,0,20
1148.04,0,20
1154.23,30,50
1154.25,30,50
1154.26,30,50
1154.28,32,141
1154.29,32,141
1155.02,32,141
1155.03,32,141
